KB Number,Title,Audience,KB Category (ServiceNow),Covers master ticket,Mapping confidence,Search text,Notes
KB0020753,When there is an OSA Failure in the system,L1,Titan,,Unmapped,"When there is an OSA Failure in the system Application / Service Titan Details When there is an OSA Failure in the system 1. Titan UI - Admin - replay OSA must be checked first. The reason can be there under Failed log. 2. Check the OSA link whether all required fields (*) are completed by client. The OSA failed because not all required field were completed by user. Advise: The client has to complete the OSA journey. Please fill in the Address/City/Country , and proceed with the OSA journey. Click the Accept button to finalize the OSA creation.",
KB0032133,Credit Card Autopayment Not Working,Customer Support,Payments,[Payments - Credit Card] Autopayment not working for Credit Card Worldpay/Ingenico,Medium,"Credit Card Autopayment Not Working Description (invoices not paid automatically) If the payments are not paid automatically by using the credit card, please check the Default payment preferences settings in Customer Portal. For the autopayment option, credit card should be added in Default Payment Preferences. Instructions Please follow the instructions given below to verify the default payment preferences settings- Go to Customer Portal (ex - https://www.myregus.com/staff/customer-search ) and search for the client's account. Please check with the client, on which account client enabled the autopayment option (Default Payment Preferences) and open the account. Ex. Client have added the credit card default payment method to account - Go to "" Billings & Payments "" section from the "" Accounts "" option on client's home screen. From the list of options given on the left side, please select Manage Payment Method, and at the centre of screen there will be two options, Payment Methods & Default Payment Preferences. If the Credit Card information is not added, then please advise the client to add a card by clicking the Add Payment Method button. Once they have added the credit card inform",
KB0037168,How do I request a credit note for a customer,Customer Support,Payments,,Unmapped,How do I request a credit note for a customer Summary : This article guides users on how to request credit for services that are not locked down or how to get a credit note referral from GSC Billing team. Purpose : The purpose of this article is to guide users to the correct path to open a ticket to request a credit note for a customer. Instructions : Go to Teamhub > Company > Previous invoices > Select Invoice to credit > Click 'Continue' Follow steps under https://iwg.learn.link/content/5f9048a6ad634100100c9e72 on how to escalate the task to GSC Support team.,
KB0020705,The email address of the centre is wrong in the confirmation emails,L1,Titan,,Unmapped,The email address of the centre is wrong in the confirmation emails Application / Service Titan Details If the email address of the centre is wrong in the confirmation emails. It should be passed to Titan Admin team.,
KB0020950,The person in charge has changed in Teamhub but it did not reflect to the renewal internal agreement,L1,Team Hub,,Unmapped,"The person in charge has changed in Teamhub but it did not reflect to the renewal internal agreement The person in charge has changed in Teamhub but it did not reflect to the renewal internal agreement. Example : The person which need to be reflected is Jayce Yao In this screen it is reflected as primary But in the next page it changed to Sandra which is previous person in charge Reason : TH works per design . It will keep the previous person as a contact since they are renewing the agreement, only on new agreements they can change it . Solution : Booking correction team can provide support. Team Hub path: Team Hub -> help -> raise support requests -> Customer Operations -> Billing -> Account Maintenance-Booking Correction - For Acquisition Service Now path: Home -> All Catalogs -> IWG One HelpDesk -> Customer Operations -> Billing -> Account Maintenance-Booking Correction - For Acquisition Link to raise a ticket: https://support.iwgplc.com/sp?id&#61;sc_cat_item&sys_id&#61;1a4a3d47874cc950ed48620c8bbb35dd",
KB0020663,Recurring Services are not being removed from Team Hub,L1,Team Hub,,Unmapped,"Recurring Services are not being removed from Team Hub Recurring services are ended by setting End Date to last day of current month and it will not be invoiced after that To delete the service immediately, please raise booking correction ticket Path to reach Booking Correction Team TeamHub > Company > Log a task > Booking correction",
KB0028675,Customer not getting charged correctly - Override fee,L1,Customer Portal (MyRegus),,Unmapped,"Customer not getting charged correctly - Override fee For issues where customer is reporting an issue with their fees not being charged correctly, please check if there is a record of ""Override fee"" on Titan for a specific booking. Override fee will override any fee system calculates a the booking will be charged for the amount that override fee is. For example check the screenshot. In this case customer was reporting that out of hours fee wasn't charges but as you can see there is Override fee of $990.00 and that is the price that will be charged.",
KB0035976,"Video: ""View All tickets"" integration with Power Platform",End User,Process Enquiry,,Unmapped,"Video: ""View All tickets"" integration with Power Platform Watch the video below for a step-by-step walkthrough on how ""View All Tickets"" works in TeamHub with Power Platform. Note : This functionality is accessible starting from TeamHub version 2.57 or later. With login to Power Platform: Without login to Power Platform:",
KB0020823,Unable to view an account in Titan,L1,Service Desk SOP,,Unmapped,"Unable to view an account in Titan Application / Service Titan Description Unable to view an account in Titan Instructions Resolution: If all is good on our end, we can advise the following: Probably there is no access to that Centre for the user/team raising the issue. Refer to Titan Admins to add Centre to the user access (Mauritius USD Centre).",
KB0037169,How do I add or remove a recurring service not available in Teamhub,Customer Support,Booking,,Unmapped,How do I add or remove a recurring service not available in Teamhub Summary : This article guides users on how to request to add or remove recurring services that are not available in Teamhub due to price restriction and group requirement. Purpose : The purpose of this article is to guide users to the correct path to add or remove a recurring service not available in Teamhub. Instructions : Go to TeamHub > Company > Log a task > Booking correction Follow steps under https://iwg.learn.link/content/5f9048a6ad634100100c9e72 on how to escalate the task to GSC Support team.,
KB0021144,Customer doesn't have lounge membership. Or it shows expired.,L1,Titan,,Unmapped,Customer doesn't have lounge membership. Or it shows expired. Application / Service Titan Details Customer doesn't have lounge membership. Or it shows expired. Please note that we only give complimentary memberships for VO standard and VO Plus bookings. Telephone Answering and Mailbox Plus customers do not receive a complementary gold card . You can check type of booking in UI. 1.Booking → Reservation search → Inventory sale tab Or summary tab - you will see what they pay for Resolution: it will be Business decision if they want to upgrade for VO standard or VO Plus.,
KB0029168,How to resolve INT-AR-013/Error code: 996-999-14-14-,L2,Dynamics F&O,,Unmapped,"How to resolve INT-AR-013/Error code: 996-999-14-14- Application/Service Dynamics F&O Description How to resolve INT-AR-013/Error code: Error Text: "" Error while posting journal JNB000004828 for transaction id - NA000001-370838-1002., ,Posting results for journal batch number JNB000004828/Voucher CBBKRC000000518_NAM1/Voucher CBBKRC000000518_NAM1/Fiscal period for 3/17/2025 is not open.,Caught: System exception.,Posting results for journal batch number JNB000004828/Posting has been canceled."" Root Cause: Recon amount does not match. Fiscal period is closed. Resolution steps for INT-AR-013/ 996-999-14-14-/ Recon amount does not match Raise a FINAPP ticket, provide the key value & bank account ID and request to check the missing transactions for the particular bank. FINAPP team will send the missing transaction and post it. Validate the bank account. Resolution steps for INT-AR-013/ 996-999-14-14-/ Fiscal period is closed Raise a GSC FIN Admin ticket, provide a screen shot of period calender. GSC FIN Admin team will open the requested period. Validate the fiscal period and raise a FIN Ticket for reprocessing while providing them with the Key Values. Coordination with Other Teams: Team",
KB0029327,How to resolve INT-AR-060/Error code: 31-,L2,Dynamics F&O,,Unmapped,How to resolve INT-AR-060/Error code: 31-,
KB0029033,How to Monitor INT-AR-003 in Dynamics F&O.,L2,Dynamics F&O,,Unmapped,How to Monitor INT-AR-003 in Dynamics F&O.,
KB0025348,How to check whether the MAC address is already registered in SQL Production,L1,Customer Portal (MyRegus),,Unmapped,"How to check whether the MAC address is already registered in SQL Production Application / Service Customer Portal Description Sometimes the customer is not able to add MAC address due to a message it has been already registered. Please find below the steps how to search for a MAC address in SQL Production. Instructions 1. Login in the server and then tick connect. 2. Once logged, select New Query 3. Enter the script and mac address, select database – ProductionReplication and Execute Note: Here is the script which should be used to check whether MAC adress already used and who used it – Select top 10 * from dbo.ContactDevice Where ContactDeviceUuID&#61;'' //Enter MAC Address Select top 10 * from dbo.ContactDeviceStatus Where MacAdress&#61;'' //Enter MAC Address Select * from dbo.contactDevicestatustype Additional Information",
KB0029970,How to view tickets for another Center on Team Hub,End User,Process Enquiry,,Unmapped,How to view tickets for another Center on Team Hub 1. Go to TeamHub . Choose Center . 2. Click on the Center Navigator. 3. Select the Center Number and click on VIEW ALL tickets.,
KB0019958,Something went wrong error in Account section on My Regus,L1,Customer Portal (MyRegus),,Unmapped,"Something went wrong error in Account section on My Regus Application / Service Customer Portals Details If the client is facing Something Went wrong error when trying to save their information on Account section, there might be an issue with the information they are trying to enter. There is an issue with phone format here. Please check with customer to try to use correct phone format. It should start only with 48() and not +4848( ex - MST-41391 INC0199438 - Something went wrong error in Account section on My Regus",
KB0033502,How to View All Center Tickets on Team Hub,End User,Ticket Viewing and Access,,Unmapped,How to View All Center Tickets on Team Hub Overview TeamHub allows you to view and manage all tickets related to your centre. Follow the steps below to load additional tickets or search for a specific one. Instructions 1. View All Tickets Go to the Centre tab in TeamHub. Open View All Tickets . Click the Load More button to display additional tickets. Continue clicking Load More until all available tickets for that centre appear. 2. Search for a Specific Ticket Use the search bar in the View All Tickets screen. Enter the ticket number. TeamHub will display matching results immediately.,
KB0029265,AHD Team Guide: Payment Not Showing / Payment Allocation and Queries,Customer Support,Payments,,Unmapped,"AHD Team Guide: Payment Not Showing / Payment Allocation and Queries Summary Supports AHD in handling unresolved customer payment issues where payments are not showing or incorrectly allocated. Purpose Ensures AHD follows the correct process for payment reconciliation, allocation, or payment not showing issues after Aurora and Help submission have been completed. Self-Help First (Customer Requirement) Confirm the customer has already: Used Aurora Chat Assist Submitted a ticket via the Help section Advise customers: Payments may take up to 5 business days to reflect If not reflected after this, upload proof of payment via: Account > Billing and Payments > Upload Financial Information AHD Ticket Handling: If the ticket requires assistance from the GSC team, assign it to GSC Care within CRM for further investigation. Required Details Customer email & company name Payment date and amount Payment method (card, bank transfer, etc.) Invoice number (if applicable) Proof of payment (screenshot or document) What You Can Request Payment not reflected on account Incorrect payment allocation Payment reconciliation requests Payment status clarification After You Submit GSC Team investigates and",
KB0038229,How do I set up a staff membership account or request support?,End User,Access Request,,Unmapped,"How do I set up a staff membership account or request support? To set up a staff membership to make Day Office bookings only for internal use only (eg. for team meetings, trainings, etc), please follow the set up instructions on the IWG Academy guide. Please note team members are set up with their own individual membership, not a membership under the centre name. How to login to use your Staff Membership: If you are prompted to login as a customer or as staff, make sure to choose 'login as staff' and search your membership number via 'Account Search' as shown below: Booking charges: If your Day Office booking does not show as zero price, do not proceed with the booking to avoid being invoiced. Kindly refer to the ""How to Apply for Your Membership"" section in the IWG Academy guide for proper instructions. Crediting staff invoices: If you proceeded to make a booking with fees and have received an invoice, please follow the steps below: Go to TeamHub > Company. In the Company banner, search for your staff Membership number (i.e. your membership card number) using the 'Global search' tab Go to Log a task > Booking correction Provide your staff membership account number and choose 'Book",
KB0024635,View All Tickets - Power Platform & Dynamics support,L1,Service Desk SOP,,Unmapped,"View All Tickets - Power Platform & Dynamics support With the delivery of BS-4698 we are getting multiple tickets related to ""View All Tickets"", most of them related to ""Browser getting stuck"", ""App not found"" and ""Missing License"". L1 team should do the following when getting the following issues: 1. Brower not loading 2. App not found: 3. Missing License: For the "" Browser getting stuck "" or "" App not found "" L1 must do the following: Provide the Knowledge Article KB0024636 to the end users. If the issue does not get resolved then reassign the ticket to IT IWG PowerPlatform Support group For any issues related to PowerApp please assign the ticket to IT IWG PowerPlatform Support group. TH is not responsible for links not working, comments not showing, etc. in the Power App For the "" Missing License "" L1 must do the following: Ticket to be assigned to IT IWG DYNAMICS SUPPORT group Provide the following comment to the users: Thanks for reporting this incident, IT Power Platform team will be reviewing your case as soon as possible. In the meantime, could you please Logout and Log back in to TeamHub and try again?",
KB0020199,Required Information for Applications L2 Team,L1,Service Desk SOP,,Unmapped,"Required Information for Applications L2 Team Application / Service Customer Portal, TeamHub, Titan Details The following information are required (per system) and needs to be gathered by L1 before passing the ticket to L2 team assignment groups. Note: Kindly add the Username (Caller of case) to Work-Notes (if possible add the caller to the watchlist) TEAMHUB &bull; Titan ID: &bull; Company Name: &bull; Centre No: &bull; Number/Booking Reference: &bull; Screenshots of the issue in Team Hub: &bull; Steps taken that lead to the error: &bull; Version of TH: CUSTOMER PORTAL Company ID: User Email: Screenshot of the Issue in Customer Portal: L1 Team Findings / Initial Troubleshooting or checks: Concise description of issue/error: Expected Result Steps taken that lead to the error: Depending on the issue, the following are to be provided: Invoice number : - this is needed whenever we have payments or invoice related ticket Inventory name : - whenever we have issue related to booking or inventory Booking number : - whenever we have issue related to booking or inventory First 6 last 4 : - Any payment related question (CC registration, booking, paying invoice etc.) VAT number : - regarding",
KB0029041,Dynamics F&O | How to Resolve INT-AR-003/Error code: 18-0-,L2,Dynamics F&O,,Unmapped,Dynamics F&O | How to Resolve INT-AR-003/Error code: 18-0-,
KB0020891,How to do a Mock Update on Client's Account,L1,Customer Portal (MyRegus),,Unmapped,"How to do a Mock Update on Client's Account Application / Service Customer Portal Details In many types of issues, we can encounter that the client's account is not visible in Customer Portal, Teamhub, or other apps. In some cases, the invoices, documents, bookings might not appear on Customer Portal/ Teamhub. So in this case the basic replication step is to do a mock update of the company & account. Usually mock update is an easy process to refresh the client's account data in Titan so that it gets synchronized with other apps as well. There are 3 things which needs to be checked and updated, while doing a mock update - 1) Company Details 2) Contact Details 3) Contact Logon Please follow the below steps to do a mock update on the client's company and account - 1) Company Details: a) Go to Titan Homepage>Clients>Client Search b) Type the Company ID by selecting All Clients from Directory . Then click on Search Company c) Open the Company by clicking on Eye button d) Click on Edit Company from left panel, then enter any letter or symbol in any column randomly. e) Go Down and click on Correct. After saving it, again click on Edit Company and remove that extra letter, you entered in 4",
KB0037196,How can customers raise concerns about their Statement of Account (SoA),Customer Support,Invoicing,,Unmapped,How can customers raise concerns about their Statement of Account (SoA) Summary : This article guides users for questions on account reconciliation or concerns on the Statement of Account (SoA) of the customers. Purpose : This article provides the correct path for customers with questions or concerns about their Statement of Account (SoA). Instructions : Centre team to follow the guide how to handle customer SoA queries via IWG Academy Link .,
KB0029017,How to resolve INT-AR-013/Error code: 14-,L2,Dynamics F&O,,Unmapped,How to resolve INT-AR-013/Error code: 14-,
KB0024559,Agreements not visible in Documents section,L1,Customer Portal (MyRegus),,Unmapped,"Agreements not visible in Documents section Application / Service Customer Portal Details If the customer is not able to view their OSA documents on Customer Portal account, under the ""Documents"" section, then L1 will have to check in Titan if the OSA is uploaded manually or by Titan. If there is no link ""view original agreement"" on the titan so that is the reason why they cannot see it. This is as designed. Screenshot of the expected results when the OSA is not visible (example) - Additional Information If ""view Original OSA"" is given in Titan but still client is not able to see it on Myregus, check with L2 team",
KB0032886,How to contact to Global Inventory team?,End User,Inventory,,Unmapped,"How to contact to Global Inventory team? If you're having issues with inventory bookings at your Centre-or need to update something like the inventory name, room type, or capacity-you'll need to contact the Global Inventory Team for support. You can reach them in two ways: Log a ticket online Use the Service Portal link: Centre Operations - Service Portal (service-now.com) Send an email Email your request to: Global.inventory@regus.com Be sure to include your Centre name, a clear description of the issue or update, and any relevant details or screenshots.",
KB0025411,Missing check box for paying invoice,L1,Customer Portal (MyRegus),,Unmapped,"Missing check box for paying invoice Application / Service Customer Portal Details If customer is missing check box for paying invoice, open that company, click anywhere on the white space and select Inspect element Navigate to Network tab so you can track all requests. Navigate to Account - Billing and payments - Invoices and transactions (Inspect element needs to be opened during these operations.) Click on Inspect element portion of the screen and press CTR+F and enter psp. Center configuration will be displayed. In case psp or hcc parameters are set to disabled, that means center is not able to receive online payments. Please ask Titan admins to update this. Additional Information PSP Enabled countries KBA provided under - KB0019680",
KB0037181,How do I request for centre details update,Centre Support,Centre Configuration,,Unmapped,"How do I request for centre details update Summary Use this guide to request updates to your centre's information Log a request via T eamhub > Help > Request a Service > Application Requests > Update Centre Details with all available supporting documentation for the below Centre name, Centre phone number, Emergency number, Business hours Send an email to PS.Reporting@iwgplc.com to update Centre address Centre email address Note: To update the people 'Working At the Centre' this is a request to HR Services by the line manager to update the team member's default centre. Purpose To show you the correct process for updating centre details Self-Help Check first if your team has already submitted the update.",
KB0028871,How to Request Access to Dynamics F&O,End User,Access Request,,Unmapped,How to Request Access to Dynamics F&O,
KB0027456,Titan | Email issue | Contact is set as secondary invoice contact but are not receiving invoice mails to their registered email ID,L1,Titan,,Unmapped,"Titan | Email issue | Contact is set as secondary invoice contact but are not receiving invoice mails to their registered email ID Application / Service Contact is set as secondary invoice contact but are still not receiving invoice mails to their registered email ID Issue Symptoms / Error Client who are setup as secondary invoice contact will not be receiving invoices to registered mail ID. Unless cc on invoice mails is opted on contact details section. How to check if the cc is enabled for the secondary: 1. Check the secondary invoice contact via MyRegus 2. Search the company and access the contact via Titan 3. Check if the cc on invoice email is opted on the contact details: (if not opted then this contact will not be receiving the invoice mail) Resolution Opting the ""cc on invoice emails"" field under contact details section in Titan. After opting the cc on invoice emails the client will be receiving the upcoming invoice mail. Note: past dated invoice mails will not be sent. Additional Information Reference source: https://regusit.atlassian.net/browse/MST-30709 If the flag &lsquo;CC on invoice emails' is not set they will not be receiving the invoice mails ( except for primary c",
KB0037354,Adding a Credit Card to Company Payment Method in MyRegus,Customer Support,Payments,,Unmapped,"Adding a Credit Card to Company Payment Method in MyRegus Payment methods are depending on the PSP provider used in the particular Country, beside this fact we can group payment methods to Personal and Company payment methods and there are few flows where the user is able to add those two payment methods. Below are the instructions to add a Company payment method. COMPANY payment method is connected to the account, just admin users (non admin user is not able to add this payment method type) can add company payment methods. The fact that this payment method is connected to the account means that all admin users under the same account will be able to see and use the added Company payment method. User has an option during adding of the Company payment method to select one card as the default payment method . This means that this default payment method is going to be preselected for every pay flow by default. Add Company payment method flows: 1.Add payment method Manage payment method flow. Navigate to Billing and payments page -> Manage payment methods -> Add new payment method -> populate all required fields and add the card 2.Add Payment method booking follow. Start the booking flo",
KB0020211,Missing Return of Retainer (ROR) Button  on Customer Portal,Customer Support,Return of Retainer,[Retainers] Retainer issues,Medium,"Missing Return of Retainer (ROR) Button on Customer Portal Application / Service Customer Portal Details An RoR (Return of retainer) is a functionality that the clients can use to get a refund if they cancelled the booking early (membership booking) or if they downgraded/upgraded to a different membership type in which there is a price difference. This price difference is crucial, as the upgrade or downgrade must result in a cheaper rate compared to the original booking. This functionality is designed to provide clients with a refund for the unused portion of their retainer, ensuring they are not charged for services they no longer require. It's essential to note that the client's eligibility for an RoR is determined by specific criteria, which must be carefully evaluated to ensure they meet the necessary requirements. Client is eligible if the following criteria is met: 1) No active booking on their account 2) Client chose to terminate agreement 3) Agreement was terminated earlier than the intended date 4) No breach of contract occurred 5) If the bookings made were Long Term Office, Virtual Office or Workstation 6) User has to have Administrator role How to check for the ROR butto",
KB0036716,Community Team Guide for Payment Allocation and Balance Mismatch,Customer Support,Payments,[SOA] Balance Mismatch,Medium,"Community Team Guide for Payment Allocation and Balance Mismatch Here are some of the guides Centre team can use when checking the invoices or SOA in IWG Portals / Customer Portal. Case 1: Payment status - When Payment is made by the client but the payment status is showing as unpaid. Centre Team should kindly await a period of 144hrs (6 days) from the time of payment, as sometimes there is a delay in payment allocation. If the payment is reflecting as unpaid even after 144hrs time interval then please advise them to raise a ticket via Online Help Case 2: Balance mismatch - Mismatch or discrepancy issue/ reconciliation of client's statement of account (SOA). Download the transaction statement from client's account and check if the ending balance is incorrect. In such cases, Customer to log a ticket to Online Help which then someone from Customer Account Management Team will help the customer. Once the discrepancy is identified, GSC AR team has to create a ticket to IT Finance Team (If the issue requires IT assistance) providing both the SOAs on the ticket. Case 3: Invoice showing as paid but should shown as unpaid. When the client is unable to make a payment via IWG Portal because",
KB0024955,Issues related to E-Bill Express website,L1,Service Desk SOP,,Unmapped,"Issues related to E-Bill Express website Application / Service Intranet Websites Details If we are receiving any incident or request related to www.E-BillExpress.com websites, or with screenshots of that application, for example - This application is not managed by IWG IT department. It is a website managed by Wells Fargo. Please ask the user to reach out to their respective team. Below template can be used - Hello Team, Hope you are doing well. Please note that this webpage is not maintained by IWG. Wells Fargo launched the process of e-cheques/e-bill express in the US. Please try to access below link to contact Wells Fargo. https://www.wellsfargo.com/help/contact-us/ As this issue is not maintained by IWG, This ticket will be closed. Regards, IWG IT Additional Information This Website is managed by Wells Fargo team, and not by IWG IT.",
KB0037150,Help with Credit Card Payment or Registration Issues,Customer Support,Payments,,Unmapped,Help with Credit Card Payment or Registration Issues Summary Use this guide for problems with credit card payments or card registration in the Customer Portal. Purpose To help you with the correct path for customer's concern and gather the right information for credit card-related issues. This includes both payment failures and registration errors. Self-Help Check if the issue is already resolved by verifying details in the Customer Portal. For payment issues: Go to Billing and Payment > Invoices and Transactions For card registration: Go to Billing and Payment > Manage Payment Methods How to Raise a Ticket Make sure you collect this info before raising the ticket: For Payment Issues: First 6 and last 4 digits of the card Invoice number Date of payment attempt For Registration Issues: First 6 and last 4 digits of the card Date of card registration attempt Correct company name and customer email address OPTION 1: TEAMHUB Ticket Path for Both Payment and Registration Issues : Teamhub > Help > Customer Operations > Client Management > CNP Setup Query OPTION 2: SERVICENOW LINK https://support.iwgplc.com/sp?id=sc_cat_item&sys_id=0532926b87c43190a310baaabbbb35af&sysparm_category=5914d8f0,
KB0032926,Unable to send renewal contract to the new contact on Team Hub,End User,Process Enquiry,,Unmapped,"Unable to send renewal contract to the new contact on Team Hub Issue When processing an OSA renewal, the system continues to display the old primary contact email in the header, even though the renewal should go to the new primary contact . Root Cause This behavior is as designed: The system uses the default contact from the original booking (e.g., xxxx@email.com ). By design, this contact must be shown in the renewal screen header. Solution If you would like to send OSA to another contact they can do it by selecting Send to Customer button on OSA preview screen and selecting another Contact. 1. Confirm the Renewal On the renewal screen, click the Confirm button. 2. Open the Contact Selection Field After confirmation, click on the contact field displayed on the screen. 3. Choose the Contact A dropdown list will appear. Select any available contact linked to that company.",
KB0020747,LTO office bookings are renewed based on NDD,L1,Titan,,Unmapped,"LTO office bookings are renewed based on NDD Application / Service Titan Details LTO office bookings are renewed based on NDD NDD is set three months before the end date of the agreement Renewals run 3 on NDD&#43;1 day Please do the following basic checking: search for parent booking: use renewal OSA ref, like here it is R-2213985 go to inventory tab and click on Renewal from link this will be your Parent Booking - 120006896 3. check the NDD for parent booking NDD should be EndDate - 3 months (thus April 30 2023 minus three months will not equal July 7th 2022) 4. In this case NDD is wrong. Let’s check who set this up Looking at the top of the page you will see when and how booking was created This was created by staff user here. Hence there is no OSA or system issue here. booking got renewed based on incorrect NDD. Please pass to GSC to sort this out. Also NND can be amended thru IU if needed. If booking was created by OSA and has incorrect NDD - raise MST",
KB0020715,To raise  CNs or reissue invoices in Titan,L1,Titan,,Unmapped,To raise CNs or reissue invoices in Titan Application / Service Titan Details Summary : Invoice 3123-10505 was credited and auto raised by the system as CSTM instead of credit note. Please assist to re-issue 3123_1CSTM as credit note since we didn't raise the retainer as STM. Reason: Titan does not reissue invoices or raise CNs Solution: Should be passed to GSC/Finance Team Path for GSC Billing https://support.iwgplc.com/sp?id&#61;sc_cat_item&sys_id&#61;b84626e687788190a310baaabbbb35b0&sysparm_category&#61;e8723e45870b0150ed48620c8bbb3564,
KB0019521,How to Request a Titan User Role or Access Update,L1,Titan,,Unmapped,"How to Request a Titan User Role or Access Update Summary Use this guide to request updates to your Titan user role, access permissions, or to set your Default or Home Centre. Purpose This article helps users submit requests for changes to their Titan user role, update access settings, or change their Default or Home Centre. These changes ensure you have the correct system permissions aligned with your responsibilities. Self-Help First Before raising a request: Check with your team if a similar request has already been submitted. Review the IWG Academy guide on how roles and access are set in Titan. IWG Academy Links Community Team Titan Access - Full Guide How to Raise a Ticket Teamhub Option : Navigate to: Teamhub > Help > Raise Support Requests > Technology and Systems > Request a service > Application requests > Update on Titan User Role/Access What to Include in Your Request: Email Address Your current and requested Titan role or Titan access updates Justification for the change Any relevant screenshots of errors (if there is) Approvals (if applicable) What You Can Request Change of user role (e.g. Centre Manager, Sales Manager) Assignment of Default or Home Centre Addition or",
KB0020727,To check if Centre has the All Inclusive Offer set up correctly.,L1,Titan,,Unmapped,"To check if Centre has the All Inclusive Offer set up correctly. Application / Service Titan Details The Centre has the All Inclusive Offer set up correctly. We believe the booking was not setup with the All Inclusive because it was made in April, before the All Inclusive was turned on. The renewal was not renewed to All Inclusive. Please rollback the renewal. Then, renew, ticking the All Inclusive box In UI you can check when All Inclusive offer was set up or if there were any gaps Go to Titan, Admin, Offer Admin Select offer name (like ‘All Inclusive Office - Australia 1’) Go to offer set up, choose country name then search for specific center (like MELBOURNE, 90 Collins Street) and you will see the dates the offer is available from. Compare the dates with the dates of booking. If booking is prior to this date, we didn’t have any offer set up in Titan at the time booking was made.",
KB0020719,Not able  to book into home centre without adding a credit card,L1,Titan,,Unmapped,"Not able to book into home centre without adding a credit card Application / Service Titan Details Summary: The customer is not able to make booking into the &#34;home&#34;center without to have added a credit card. As per policy, the customers are allowed to book meeting rooms, into the &#34;home&#34; center and the cost will be added to the monthly invoice Reason: Please check accounts settings under Financial data tab in the invoice terms field. This needs to be set up to 'monthly invoice' option. Steps for L1: go to Titan clients search click eye icon go to the Financial data tab check invoice terms field Solution: Pass to Center Team, GSC to update the settings. Path for GSC Billing https://support.iwgplc.com/sp?id&#61;sc_cat_item&sys_id&#61;b84626e687788190a310baaabbbb35b0&sysparm_category&#61;e8723e45870b0150ed48620c8bbb3564",
KB0035507,Out of Hours Booking Policy,Customer Support,Booking,,Unmapped,"Out of Hours Booking Policy Application / Service Customer Portal Details When the client makes any booking which are made during Out of hours, it will be fully charged and won't be included in the free visits of their membership. 1. Login to Customer Portal with client's account with prepaid Visits. 2. Select Book an Office space tile or Book a Coworking desk and verify message for remaining visits 3. Set time to cover OOH (Out of Hours) slot, e.g. 04:00-05:00, set date to any date in current month and search for any location 4. Select any centre and proceed to Booking review page 5. Verify prices and complete booking 6. Wait until booking is displayed on Home page and after that select Book an Office space or Book a Coworking desk tile again 7. Verify number of visits again",
KB0029366,How to resolve INT-AR-060/Error code: 32-,L2,Dynamics F&O,,Unmapped,How to resolve INT-AR-060/Error code: 32-,
KB0025357,If the Customer is unable to see Priority Internet in Customer Portal,L1,Customer Portal (MyRegus),,Unmapped,"If the Customer is unable to see Priority Internet in Customer Portal What we need to check: a. User must have admin role assigned b. User must have some of the following services(Wi-fi - ASPAC, High Security Private Network, Bundle - HSPN/OOMA Business phone, Priority Internet) Go to Services> Daily Sales and then enter the Center name, customer name and Booking If the user is admin then there is still an issue, raise a MST c. Must be in the center eligible for the Priority Internet",
KB0029367,How to resolve INT-AR-060/Error code: 35-,L2,Dynamics F&O,,Unmapped,How to resolve INT-AR-060/Error code: 35-,
KB0030966,How to request to change Global Invoice Template and/or Invoice Labels,Centre Support,Invoicing,,Unmapped,How to request to change Global Invoice Template and/or Invoice Labels Instructions Please reach out the Titan Admin team ( GSC.TitanSupport@regus.com) for changing the Global Invoice Template and/or Invoice Labels-related queries.,
KB0020632,Customer Portal | E-Invoicing Issue Troubleshooting Guide,L1,Service Desk SOP,,Unmapped,"Customer Portal | E-Invoicing Issue Troubleshooting Guide Application / Service Customer Portal Details Invoices or Credit Notes within an E-Invoicing country should be initially checked first by GSC Billing Support Team. Kindly raise a ticket to them for further assistance by following this guide GSC Finance Guide (ServiceNow ) . We will now be closing this incident as this issue must be investigated by the GSC Billing team. If identified as an IT issue from their side, they have to log an IT incident for it along with their investigation notes. Thank you. This Knowledge Base Article is related issues with e-invoices (Egypt, Guatemala, Turkey, India, Uganda, Colombia and Portugal) Steps: Go to Titan > Invoice Management Paste the invoice or Credit Note number in the ""Full Invoice or Credit Note No:"" field and click on the ""GO"" button Notice the result in Rejection Reason. Now open attached excel and look for the error. If the error is present in the excel sheet ticket needs to go to GSC to fix the data. If error is not present in the excel, incident needs to be added to MST Error Codes which can be encountered in Titan Invoice search result, and their Possible Solutions are attach",
KB0034003,"""Request to early terminate"" Journey is Removed on Team Hub",End User,Process Enquiry,,Unmapped,"""Request to early terminate"" Journey is Removed on Team Hub Overview The "" Request to Early Terminate "" journey has been removed from TeamHub. A new process is now in place starting from TeamHub Version 2.51. Video guides are available below to support both termination scenarios. New Termination Process 1. Termination in Grace Period 🎥 Video attached Steps Go to Company . Select the Company you want to manage. Click Log a Task . Choose Termination in Grace Period . Select the Agreement . Upload the Notice of Termination file. Submit the task. Where to Track the Ticket Go to View All Tickets in TeamHub to view and monitor the termination ticket. 2. Centre-Initiated Termination 🎥 Video attached Steps Go to Company . Select the Company . Click Log a Task . Choose Centre Initiated Termination . Select the Agreement . Choose the End Date and Reason . Upload the Approval for Termination file. Submit the task. Where to Track the Ticket Go to View All Tickets in TeamHub to monitor the submitted request.",
